query_id,|V|,|E|,avgD,approx.Treewidth,Nodeconnective,diameter,cluster,max_matching,mvc,maxcut,degree_assort,attr_assort
34,10,9,1.8,1,1,9,0.0,5,7,8,-0.12499999999999775,-0.11724137931034483
35,10,9,1.8,1,1,7,0.0,3,4,9,-0.4651162790697679,-0.15199999999999994
36,10,9,1.8,1,1,9,0.0,4,6,8,-0.12499999999999775,-0.16546762589928055
37,10,12,2.4,2,1,6,0.33333333333333337,4,7,9,-0.02127659574468251,-0.18032786885245913
38,10,10,2.0,2,1,7,0.15,4,5,9,-0.38297872340425554,-0.19047619047619052
39,10,9,1.8,1,1,9,0.0,4,7,7,-0.12499999999999775,-0.14893617021276595
40,10,10,2.0,2,1,6,0.15,4,6,9,-0.5238095238095235,-0.15606936416184974
41,10,9,1.8,1,1,8,0.0,4,7,9,-0.6666666666666665,-0.11627906976744189
42,10,9,1.8,1,1,8,0.0,4,6,8,-0.6666666666666665,-0.17391304347826086
43,10,15,3.0,3,1,3,0.40714285714285714,4,6,11,-0.38855054811205825,-0.13513513513513514
44,10,11,2.2,2,1,7,0.19999999999999998,4,7,9,0.30158730158730285,-0.18048780487804877
45,10,9,1.8,1,1,9,0.0,4,6,9,-0.12499999999999775,-0.18248175182481752
46,10,13,2.6,3,1,4,0.20999999999999996,3,5,12,-0.20435967302452315,-0.2426470588235294
47,10,10,2.0,2,1,7,0.1,4,6,9,0.21568627450980304,-0.12994350282485878
48,10,13,2.6,2,1,4,0.38,4,7,11,-0.3122065727699533,-0.27067669172932307
49,10,10,2.0,2,1,7,0.0,4,8,10,-0.3888888888888899,-0.0322580645161291
50,10,12,2.4,2,1,5,0.22000000000000003,4,7,11,-0.11111111111111076,-0.12340425531914898
51,10,11,2.2,2,1,6,0.24999999999999994,5,6,9,0.19791666666666663,-0.19565217391304354
52,10,11,2.2,2,1,7,0.23333333333333334,4,6,10,0.19791666666666663,-0.11675126903553297
53,10,11,2.2,2,1,6,0.0,4,7,10,-0.0476190476190468,-0.14691943127962087
54,10,12,2.4,2,1,6,0.4,4,6,9,-0.45454545454545253,-0.1379310344827586
55,10,11,2.2,2,1,8,0.26666666666666666,4,8,9,0.4358974358974363,-0.15789473684210525
56,10,9,1.8,1,1,7,0.0,4,7,9,-0.4318181818181821,-0.06666666666666667
57,10,9,1.8,1,1,9,0.0,4,6,9,-0.12499999999999775,-0.23664122137404575
58,10,9,1.8,1,1,6,0.0,4,7,9,-0.5254237288135581,-0.18248175182481755
59,10,11,2.2,2,1,5,0.0,3,5,9,-0.7600000000000001,-0.17475728155339806
60,10,10,2.0,2,1,6,0.16666666666666666,3,5,9,-0.8095238095238106,-0.17647058823529416
61,10,9,1.8,1,1,9,0.0,4,6,9,-0.12499999999999775,-0.11724137931034483
62,10,10,2.0,2,1,8,0.16666666666666666,4,6,9,0.16666666666666533,-0.20481927710843378
63,10,10,2.0,2,1,6,0.0,4,7,8,-0.11111111111111223,-0.26582278481012667
64,10,10,2.0,2,1,8,0.23333333333333334,4,6,9,-0.05263157894737167,-0.18343195266272194
65,10,9,1.8,1,1,9,0.0,5,8,7,-0.12499999999999775,-0.20000000000000004
66,10,11,2.2,2,1,5,0.18333333333333332,3,5,9,-0.18279569892473072,-0.08910891089108912
67,10,9,1.8,1,1,7,0.0,4,7,8,-0.22727272727272738,0.14960629921259844
68,10,9,1.8,1,1,8,0.0,4,7,9,-0.3333333333333347,-0.17391304347826086
69,10,11,2.2,2,1,5,0.0,5,8,10,0.15384615384615527,-0.16346153846153846
70,10,11,2.2,2,1,5,0.24,3,5,10,-0.4879227053140095,-0.11235955056179776
71,10,9,1.8,1,1,8,0.0,4,7,8,-0.6666666666666665,0.08695652173913043
72,10,13,2.6,2,1,6,0.5666666666666668,3,6,11,-0.42682926829268575,-0.14965986394557826
73,10,12,2.4,2,1,5,0.29999999999999993,3,6,10,-0.25874125874125836,-0.152
74,10,10,2.0,2,1,7,0.0,4,7,10,-0.3888888888888899,-0.14942528735632185
75,10,9,1.8,1,1,9,0.0,4,8,8,-0.12499999999999775,-0.21804511278195488
76,10,10,2.0,2,1,8,0.16666666666666666,3,6,8,0.16666666666666533,-0.11801242236024846
77,10,10,2.0,2,1,6,0.23333333333333334,4,6,9,-0.8085106382978715,-3.469446951953614e-17
78,10,13,2.6,3,1,7,0.31666666666666665,4,7,11,0.535714285714285,-0.12230215827338131
79,10,10,2.0,2,1,7,0.0,4,8,9,-0.11111111111111223,-0.16279069767441862
80,10,10,2.0,2,1,8,0.23333333333333334,3,6,9,-0.05263157894737167,-0.15606936416184972
81,10,9,1.8,1,1,8,0.0,4,6,8,-0.3333333333333347,-0.21804511278195488
82,10,10,2.0,2,1,8,0.0,4,7,10,-0.3888888888888899,-0.19760479041916157
83,10,12,2.4,2,1,5,0.16666666666666666,5,7,11,0.08695652173912707,-0.07755102040816331
84,10,11,2.2,2,1,5,0.15,4,6,10,-0.25714285714285884,-0.19801980198019814
85,10,9,1.8,1,1,8,0.0,3,6,8,-0.6666666666666665,-0.17391304347826086
86,10,13,2.6,2,1,5,0.22000000000000003,4,7,12,-0.18750000000000017,-0.19434628975265023
87,10,14,2.8,3,1,3,0.37,3,5,11,-0.43589743589743507,-0.17365269461077845
88,10,9,1.8,1,1,9,0.0,4,7,7,-0.12499999999999775,-0.18248175182481752
89,10,9,1.8,1,1,7,0.0,3,6,8,-0.4651162790697679,0.0
90,10,9,1.8,1,1,8,0.0,4,6,8,-0.3333333333333347,-0.17391304347826086
91,10,11,2.2,2,1,6,0.31666666666666665,3,5,9,-0.4666666666666675,-0.11675126903553297
92,10,9,1.8,1,1,9,0.0,4,8,7,-0.12499999999999775,-0.14893617021276595
93,10,10,2.0,2,1,5,0.07666666666666666,4,5,9,-0.2962962962962967,-0.21951219512195125
94,10,13,2.6,3,1,6,0.21666666666666665,4,6,11,0.39534883720930125,-0.1575342465753424
95,10,9,1.8,1,1,8,0.0,4,7,8,-0.3333333333333347,-0.16546762589928055
96,10,9,1.8,1,1,8,0.0,5,8,8,-0.3333333333333347,-0.043478260869565216
97,10,10,2.0,2,2,5,0.0,4,7,10,nan,-0.07142857142857147
98,10,9,1.8,1,1,6,0.0,3,5,8,-0.5299999999999999,-0.22727272727272735
99,10,10,2.0,2,1,8,0.2333333333333333,4,7,9,-0.05263157894737167,-0.18343195266272194
100,10,10,2.0,2,1,7,0.0,5,9,9,-0.17647058823529554,0.030303030303030297
101,10,10,2.0,2,1,7,0.0,4,6,10,-0.17647058823529554,-0.06508875739644973
102,10,12,2.4,3,1,6,0.13333333333333333,4,7,11,0.16083916083916022,-0.1612903225806452
103,10,13,2.6,3,1,4,0.2933333333333333,3,6,11,-0.20370370370370375,-0.18181818181818182
104,10,11,2.2,2,1,5,0.21666666666666665,5,8,10,-0.14583333333333376,-0.07317073170731707
105,10,13,2.6,3,1,5,0.12,4,6,12,-0.0699588477366259,-0.0985915492957747
106,10,12,2.4,2,1,5,0.0,5,9,11,-0.04347826086956842,-0.07317073170731711
107,10,10,2.0,2,1,7,0.0,4,7,10,-0.3888888888888899,-0.07784431137724555
108,10,14,2.8,3,1,4,0.48,4,7,11,-0.039301310043666854,-0.1097560975609756
109,10,10,2.0,2,1,7,0.0,5,7,9,0.16666666666666533,-0.012658227848101207
110,10,11,2.2,2,1,6,0.16666666666666666,5,8,10,-0.05769230769230891,-0.08910891089108912
111,10,13,2.6,3,1,6,0.21666666666666665,4,7,11,0.19999999999999943,-0.12156862745098043
112,10,10,2.0,2,1,7,0.2333333333333333,4,6,8,-0.6666666666666623,-0.11111111111111119
113,10,10,2.0,2,1,7,0.16666666666666666,3,5,9,-0.37254901960784753,-0.2195121951219513
114,10,10,2.0,2,1,7,0.15,4,8,9,-0.17021276595744744,-0.13636363636363638
115,10,13,2.6,2,1,4,0.36,4,6,11,-0.29723991507431036,-0.1908396946564886
116,10,10,2.0,2,1,6,0.15,4,7,9,-0.4285714285714291,-0.19047619047619052
117,10,9,1.8,1,1,8,0.0,4,7,7,-0.6666666666666665,-0.19117647058823528
118,10,9,1.8,1,1,7,0.0,4,4,9,-0.4651162790697679,-0.19008264462809912
119,10,12,2.4,2,1,5,0.16666666666666666,4,7,10,-0.27659574468085,-0.07755102040816331
120,10,9,1.8,1,1,8,0.0,4,7,7,-0.6666666666666665,-0.19117647058823528
121,10,11,2.2,2,1,7,0.2333333333333333,5,7,10,0.19791666666666663,-0.09999999999999996
122,10,15,3.0,3,1,5,0.44333333333333325,4,7,12,-0.2996389891696749,-0.11702127659574468
123,10,10,2.0,2,1,5,0.14333333333333334,3,5,9,-0.5740740740740737,-0.25000000000000006
124,10,13,2.6,2,1,5,0.55,4,6,9,-0.23076923076923156,-0.06122448979591837
125,10,11,2.2,2,1,7,0.0,5,8,11,0.15384615384615527,-0.24102564102564117
126,10,11,2.2,2,1,6,0.0,4,7,11,0.15384615384615527,-0.042105263157894736
127,10,9,1.8,1,1,9,0.0,4,5,9,-0.12499999999999775,-0.051094890510948905
128,10,9,1.8,1,1,8,0.0,4,6,9,-0.3333333333333347,-0.058823529411764705
129,10,9,1.8,1,1,7,0.0,5,7,8,-0.22727272727272738,-0.15200000000000002
130,10,9,1.8,1,1,8,0.0,3,6,8,-0.3333333333333347,-0.17391304347826086
131,10,10,2.0,2,1,7,0.0,4,6,10,0.16666666666666533,0.05882352941176469
132,10,9,1.8,1,1,7,0.0,4,7,8,-0.636363636363637,-0.051094890510948905
133,10,9,1.8,1,1,8,0.0,4,7,9,-0.3333333333333347,0.05970149253731343
134,10,11,2.2,2,1,7,0.23333333333333334,4,7,9,-0.031249999999999264,-0.07843137254901957
135,10,9,1.8,1,1,7,0.0,4,8,9,-0.4318181818181821,-0.1824817518248175
136,10,10,2.0,2,1,6,0.23333333333333334,4,6,9,0.16666666666666533,-0.19760479041916174
137,10,9,1.8,1,1,9,0.0,5,6,8,-0.12499999999999775,-0.19999999999999998
138,10,13,2.6,3,1,6,0.0,5,8,13,0.40229885057471054,0.05797101449275365
139,10,11,2.2,2,1,7,0.3666666666666667,3,6,9,-0.035294117647058476,-0.09452736318407962
140,10,9,1.8,1,1,7,0.0,4,6,9,-0.636363636363637,-0.1571428571428571
141,10,13,2.6,2,1,5,0.32999999999999996,4,6,10,-0.056910569105691124,-0.21582733812949642
142,10,12,2.4,3,1,5,0.0,4,6,11,-0.3333333333333323,-0.05726872246696036
143,10,10,2.0,2,1,6,0.14333333333333334,2,4,8,-0.42180094786729727,-0.14649681528662425
144,10,15,3.0,3,1,4,0.35,4,7,12,0.03225806451612758,-0.3432835820895523
145,10,9,1.8,1,1,6,0.0,2,4,7,-0.45454545454545564,-0.03597122302158276
146,10,9,1.8,1,1,6,0.0,3,4,9,-0.6649999999999998,0.0
147,10,9,1.8,1,1,9,0.0,4,7,9,-0.12499999999999775,-0.09923664122137407
148,10,9,1.8,1,1,8,0.0,4,6,7,-0.6666666666666665,-0.058823529411764705
149,10,13,2.6,2,1,4,0.31333333333333335,4,7,11,-0.3140794223826715,-0.16955017301038064
150,10,9,1.8,1,1,9,0.0,4,7,8,-0.12499999999999775,-0.27559055118110243
151,10,9,1.8,1,1,7,0.0,4,6,9,-0.636363636363637,0.10743801652892558
152,10,10,2.0,2,1,7,0.21666666666666665,5,9,8,-0.35802469135802595,-0.16959064327485382
153,10,9,1.8,1,1,6,0.0,4,7,8,-0.5454545454545465,-0.07462686567164178
154,10,11,2.2,2,1,7,0.25,4,7,10,-0.031249999999999264,-0.16346153846153846
155,10,9,1.8,1,1,8,0.0,4,7,9,-0.6666666666666665,-0.208955223880597
156,10,13,2.6,2,2,4,0.21999999999999997,4,7,11,-0.2560386473429961,-0.02508960573476702
157,10,9,1.8,1,1,8,0.0,5,7,8,-0.3333333333333347,-0.058823529411764705
158,10,13,2.6,2,1,5,0.2033333333333333,4,7,12,-0.17695473251028848,-0.10000000000000002
159,10,11,2.2,2,1,6,0.15,3,5,9,-0.3750000000000002,-0.052631578947368404
160,10,11,2.2,2,1,6,0.3166666666666667,3,6,9,-0.25714285714285884,-0.17647058823529427
161,10,10,2.0,2,1,7,0.2333333333333333,4,7,8,-0.6666666666666623,-0.21951219512195125
162,10,9,1.8,1,1,9,0.0,5,7,8,-0.12499999999999775,-0.16546762589928055
163,10,12,2.4,2,1,7,0.4333333333333334,5,8,9,-0.27659574468085,-0.07755102040816331
164,10,10,2.0,2,1,5,0.0,4,5,9,-0.11111111111111223,-0.17647058823529416
165,10,11,2.2,2,1,7,0.1,4,6,10,0.36538461538461864,-0.19211822660098524
166,10,12,2.4,3,1,7,0.16666666666666666,4,7,10,0.347826086956521,-0.11392405063291133
167,10,10,2.0,2,1,6,0.2166666666666667,4,7,9,-0.17021276595744786,-0.20000000000000007
168,10,9,1.8,1,1,9,0.0,4,8,8,-0.12499999999999775,-0.18248175182481752
169,10,10,2.0,2,1,8,0.16666666666666666,4,6,9,0.16666666666666533,-0.20481927710843378
170,10,10,2.0,2,1,8,0.16666666666666666,4,7,8,0.16666666666666533,-0.15384615384615377
171,10,13,2.6,3,1,4,0.2166666666666667,4,6,12,-0.3100775193798466,-0.021428571428571436
172,10,10,2.0,2,1,7,0.23333333333333334,4,6,9,-0.3888888888888899,-0.27659574468085113
173,10,11,2.2,2,1,8,0.26666666666666666,4,6,9,0.4358974358974363,-0.0050761421319796786
174,10,18,3.6,3,1,3,0.5947619047619048,4,7,13,-0.22448979591836812,-0.12293577981651374
175,10,10,2.0,2,1,7,0.15,3,6,9,-0.17021276595744744,-0.14649681528662428
176,10,15,3.0,3,1,5,0.5,5,8,13,-0.16129032258064505,-0.06267029972752039
177,10,11,2.2,2,1,7,0.2,4,7,10,0.30158730158730285,-0.134020618556701
178,10,9,1.8,1,1,8,0.0,4,7,9,-0.3333333333333347,-0.1408450704225352
179,10,9,1.8,1,1,8,0.0,4,5,8,-0.6666666666666665,0.08029197080291971
180,10,10,2.0,2,1,6,0.0,4,7,10,-0.17647058823529554,-0.18343195266272194
181,10,9,1.8,1,1,7,0.0,3,5,9,-0.22727272727272738,-0.10769230769230768
182,10,11,2.2,2,1,3,0.1380952380952381,3,5,10,-0.6366237482117312,-0.2359550561797753
183,10,9,1.8,1,1,8,0.0,3,5,8,-0.6666666666666665,-0.208955223880597
184,10,10,2.0,2,1,8,0.16666666666666666,4,7,8,0.16666666666666533,-0.14649681528662414
185,10,9,1.8,1,1,8,0.0,4,6,9,-0.3333333333333347,0.00787401574803153
186,10,9,1.8,1,1,7,0.0,3,6,8,-0.6744186046511633,0.030769230769230767
187,10,14,2.8,2,1,4,0.4533333333333334,4,7,11,-0.10043668122271016,0.005917159763313616
188,10,9,1.8,1,1,5,0.0,3,4,9,-0.6521739130434782,-0.24615384615384614
189,10,9,1.8,1,1,8,0.0,3,6,7,-0.3333333333333347,-0.1408450704225352
190,10,12,2.4,2,1,4,0.16666666666666666,4,8,11,-0.27659574468085,-0.06451612903225808
191,10,9,1.8,1,1,9,0.0,4,7,8,-0.12499999999999775,-0.18248175182481752
192,10,10,2.0,2,1,6,0.0,4,7,10,-0.11111111111111223,-0.23456790123456794
193,10,10,2.0,2,1,7,0.0,5,8,10,0.16666666666666533,-0.16279069767441862
194,10,10,2.0,2,1,7,0.1,4,7,9,0.019607843137254024,-0.1320754716981131
195,10,9,1.8,1,1,6,0.0,3,5,9,-0.45454545454545564,-0.19117647058823528
196,10,17,3.4,3,1,3,0.6619047619047619,4,7,12,-0.46399406087602213,-0.07368421052631577
197,10,9,1.8,1,1,9,0.0,4,8,8,-0.12499999999999775,-0.1571428571428571
198,10,10,2.0,2,1,7,0.2166666666666667,3,5,8,-0.35802469135802595,-0.16279069767441862
199,10,10,2.0,2,1,6,0.0,4,5,9,-0.7647058823529396,-0.09756097560975616
200,10,10,2.0,2,1,5,0.2333333333333333,3,5,9,-0.6587677725118487,-0.05960264900662249
201,10,9,1.8,1,1,8,0.0,4,6,8,-0.3333333333333347,-0.05109489051094887
202,10,12,2.4,3,1,5,0.16666666666666666,3,5,10,-0.6666666666666665,-0.09543568464730297
203,10,9,1.8,1,1,9,0.0,4,7,9,-0.12499999999999775,-0.035971223021582746
204,10,11,2.2,2,1,7,0.16666666666666666,4,6,10,-0.269230769230769,-0.20218579234972678
205,10,13,2.6,3,1,5,0.0,4,7,13,0.09302325581395324,-0.05405405405405406
206,10,10,2.0,2,1,7,0.16666666666666666,4,7,9,-0.37254901960784753,-0.16279069767441862
207,10,11,2.2,2,1,5,0.13333333333333333,4,7,10,0.12000000000000077,-0.15789473684210525
208,10,9,1.8,1,1,8,0.0,4,6,9,-0.3333333333333347,-0.1408450704225352
209,10,9,1.8,1,1,8,0.0,5,8,7,-0.3333333333333347,-0.22727272727272724
210,10,13,2.6,3,1,4,0.22666666666666666,3,6,11,-0.2566666666666675,-0.11032028469750889
211,10,14,2.8,2,1,4,0.27999999999999997,4,7,12,-0.3333333333333341,-0.12
212,10,9,1.8,1,1,9,0.0,4,7,7,-0.12499999999999775,-0.14893617021276595
213,10,9,1.8,1,1,8,0.0,4,7,8,-0.3333333333333347,-0.22033898305084745
214,10,11,2.2,2,1,5,0.0,4,7,10,-0.3749999999999998,-0.15789473684210523
215,10,10,2.0,2,1,6,0.0,4,7,9,-0.11111111111111223,-0.17647058823529416
216,10,9,1.8,1,1,6,0.0,5,8,9,-0.25581395348837244,-0.16546762589928055
217,10,10,2.0,2,1,6,0.0,4,6,10,0.01960784313725423,-0.19047619047619052
218,10,9,1.8,1,1,7,0.0,3,6,8,-0.636363636363637,-0.17391304347826086
219,10,9,1.8,1,1,9,0.0,5,7,9,-0.12499999999999775,0.08029197080291971
220,10,11,2.2,2,1,5,0.15,3,5,10,-0.3619047619047627,-0.16908212560386476
221,10,11,2.2,2,1,4,0.19666666666666666,4,7,9,-0.4752186588921288,-0.13402061855670103
222,10,10,2.0,2,1,7,0.0,5,6,9,0.16666666666666533,-0.13924050632911394
223,10,9,1.8,1,1,9,0.0,4,6,7,-0.12499999999999775,0.06666666666666667
224,10,11,2.2,2,1,6,0.2333333333333333,4,7,10,-0.4807692307692313,-0.2604166666666667
225,10,10,2.0,2,1,6,0.0,4,5,8,-0.48936170212766106,-0.08433734939759041
226,10,12,2.4,2,1,5,0.27666666666666667,4,7,10,-0.3333333333333324,-0.09090909090909095
227,10,9,1.8,1,1,9,0.0,5,8,9,-0.12499999999999775,-0.08270676691729323
228,10,11,2.2,2,1,6,0.15,4,6,10,-0.035294117647058476,-0.07317073170731707
229,10,9,1.8,1,1,9,0.0,4,7,9,-0.12499999999999775,-0.03597122302158273
230,10,10,2.0,2,1,8,0.16666666666666666,4,6,9,-0.11111111111111223,-0.03896103896103896
231,10,9,1.8,1,1,9,0.0,4,7,8,-0.12499999999999775,-0.13286713286713286
232,10,9,1.8,1,1,7,0.0,4,7,8,-0.4318181818181821,0.0
233,10,11,2.2,2,1,7,0.25,4,6,10,-0.031249999999999264,-0.09452736318407959
234,10,11,2.2,2,1,6,0.1,5,8,10,-0.05769230769230891,-0.06796116504854369
235,10,11,2.2,2,1,6,0.1,5,7,10,0.1538461538461559,0.005649717514124275
236,10,13,2.6,3,1,4,0.2033333333333333,4,7,11,-0.03781512605042045,-0.23809523809523814
237,10,13,2.6,3,1,5,0.30999999999999994,4,7,11,-0.23045267489711957,-0.0684931506849315
238,10,12,2.4,3,1,4,0.0,5,7,12,-0.11627906976744062,-0.1092436974789916
239,10,9,1.8,1,1,7,0.0,4,7,9,-0.22727272727272738,-0.07462686567164178
240,10,11,2.2,2,1,7,0.36666666666666664,4,7,9,-0.035294117647058476,0.024630541871921166
241,10,12,2.4,2,1,6,0.4666666666666667,4,7,10,-0.30434782608695665,-0.1707317073170732
242,10,9,1.8,1,1,8,0.0,3,6,9,-0.6666666666666665,-0.17391304347826086
243,10,18,3.6,4,1,4,0.5066666666666667,4,7,13,-0.14007308160779486,-0.14392523364485982
244,10,11,2.2,2,1,5,0.15,3,6,10,-0.4895833333333356,-0.11111111111111112
245,10,12,2.4,2,1,5,0.45,4,7,9,-0.628571428571428,-0.10924369747899165
246,10,9,1.8,1,1,7,0.0,4,7,9,-0.4318181818181819,-0.043478260869565216
247,10,10,2.0,2,1,8,0.16666666666666666,4,7,9,-0.11111111111111223,0.03614457831325301
248,10,9,1.8,1,1,8,0.0,5,8,8,-0.3333333333333347,-0.1571428571428571
249,10,15,3.0,3,1,5,0.4333333333333333,3,5,12,0.019963702359346264,-0.15384615384615385
250,10,9,1.8,1,1,8,0.0,4,6,9,-0.3333333333333347,-0.2461538461538461
251,10,11,2.2,2,1,5,0.16666666666666666,4,7,9,-0.05769230769230891,-0.16908212560386476
252,10,13,2.6,2,1,6,0.4666666666666666,4,7,11,0.07692307692307634,-0.06319702602230481
253,10,9,1.8,1,1,8,0.0,4,6,9,-0.3333333333333347,-0.10769230769230768
254,10,10,2.0,2,1,7,0.1,5,7,8,0.21568627450980304,-0.19760479041916174
255,10,9,1.8,1,1,9,0.0,5,7,9,-0.12499999999999775,-0.008000000000000035
256,10,12,2.4,2,1,6,0.2333333333333333,4,6,9,-0.04347826086956842,-0.13833992094861663
257,10,10,2.0,2,1,8,0.23333333333333334,5,7,9,-0.05263157894737167,-0.27388535031847117
258,10,12,2.4,2,1,5,0.08333333333333333,4,6,11,-0.09090909090909019,-0.18518518518518523
259,10,10,2.0,2,1,8,0.16666666666666666,4,8,9,0.16666666666666533,-0.1249999999999999
260,10,9,1.8,1,1,8,0.0,4,7,9,-0.3333333333333347,-0.043478260869565216
261,10,9,1.8,1,1,8,0.0,4,7,9,-0.6666666666666665,-0.265625
262,10,11,2.2,2,1,7,0.23333333333333334,4,5,10,0.08333333333333319,0.005025125628140686
263,10,11,2.2,2,1,6,0.0,4,7,10,-0.37499999999999944,-0.12820512820512833
264,10,19,3.8,4,1,5,0.44000000000000006,4,6,15,0.40624999999999845,-0.10679611650485435
265,10,11,2.2,2,1,7,0.1,4,6,10,0.1538461538461559,-0.11235955056179776
266,10,11,2.2,2,1,6,0.2533333333333333,3,4,9,-0.39682539682539725,-0.18279569892473116
267,10,13,2.6,2,1,4,0.12666666666666668,3,5,11,-0.21052631578947448,-0.07216494845360827
268,10,11,2.2,2,1,6,0.0,4,7,10,-0.4807692307692313,-0.19801980198019806
269,10,10,2.0,2,1,7,0.0,4,6,9,0.16666666666666533,-0.2738853503184714
270,10,9,1.8,1,1,9,0.0,5,7,8,-0.12499999999999775,-0.06666666666666671
271,10,11,2.2,2,1,7,0.26666666666666666,3,5,9,-0.1956521739130433,-0.16908212560386476
272,10,10,2.0,2,1,8,0.16666666666666666,4,7,9,-0.11111111111111223,-0.09090909090909093
273,10,13,2.6,3,1,4,0.11666666666666665,4,6,12,-0.11055276381909383,-0.0985915492957747
274,10,10,2.0,2,1,7,0.0,4,6,9,-0.11111111111111223,0.0277777777777778
275,10,11,2.2,2,1,8,0.26666666666666666,5,7,9,0.4358974358974363,-0.22222222222222232
276,10,9,1.8,1,1,8,0.0,4,6,8,-0.6666666666666665,-0.10769230769230768
277,10,9,1.8,1,1,7,0.0,4,6,8,-0.8409090909090922,-0.16546762589928055
278,10,9,1.8,1,1,9,0.0,5,8,8,-0.12499999999999775,-0.08270676691729323
279,10,9,1.8,1,1,6,0.0,3,5,8,-0.5299999999999999,-0.18248175182481755
280,10,11,2.2,2,1,5,0.0,4,7,11,-0.1647058823529409,-0.20398009950248755
281,10,10,2.0,2,1,7,0.1,4,8,9,0.019607843137254024,-0.19760479041916174
282,10,9,1.8,1,1,8,0.0,4,6,8,-0.3333333333333347,-0.208955223880597
283,10,10,2.0,2,1,5,0.2166666666666667,3,5,8,-0.805555555555556,-0.07142857142857147
284,10,10,2.0,2,1,6,0.2333333333333333,4,7,9,-0.5686274509803901,-0.12500000000000006
285,10,9,1.8,1,1,8,0.0,4,6,9,-0.3333333333333347,0.038167938931297704
286,10,13,2.6,2,1,5,0.39,5,8,11,-0.0699588477366259,-0.18596491228070178
287,10,12,2.4,2,1,5,0.13333333333333333,4,7,11,0.22857142857142831,-0.18518518518518517
288,10,10,2.0,2,1,6,0.0,4,7,10,-0.3888888888888899,-0.18343195266272194
289,10,9,1.8,1,1,9,0.0,4,7,9,-0.12499999999999775,-0.16546762589928055
290,10,10,2.0,2,1,5,0.12666666666666665,3,4,9,-0.4859437751004021,-0.16959064327485382
291,10,9,1.8,1,1,9,0.0,4,6,8,-0.12499999999999775,-0.16546762589928055
292,10,9,1.8,1,1,9,0.0,4,6,9,-0.12499999999999775,-0.14893617021276595
